ID,Raca,Breed Size,Sexo,Idade,Spay/Neuter Status,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,Other Pets in Household,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Nivel_Atividade_Dono,Visitas_Anuais_Veterinario,Average Temperature (F),Synthetic,Status_Saude,peso_kg,caminhada_diaria_km,porte_animal,calorias_diarias_RER
8448,10,0,0,2.0,2,0,1,5,1,1,0,8.0,2.0,1,1.0,52.0,0,0,46.72,1.61,0,1250.91
8449,15,2,0,8.0,1,0,3,4,1,0,0,8.0,1.0,1,1.0,67.0,0,1,22.68,1.61,1,727.5
8450,13,2,1,3.0,2,0,0,7,1,0,0,12.0,3.0,2,2.0,66.0,0,1,15.88,1.61,1,556.85
8451,0,1,0,6.0,2,0,3,8,1,1,0,9.0,3.0,1,0.0,57.0,0,1,26.76,6.44,0,823.59
8452,6,0,0,6.0,1,0,3,8,0,1,0,12.0,1.0,3,3.0,,0,1,27.67,0.0,0,844.51
8453,15,2,0,8.0,0,0,3,8,0,1,0,10.0,1.0,3,2.0,89.0,0,1,13.15,4.83,1,483.38
8454,8,0,0,2.0,1,0,3,3,0,0,0,8.0,3.0,0,0.0,80.0,0,1,33.57,3.22,0,976.25
8455,4,2,1,2.0,2,0,1,8,0,1,0,13.0,2.0,2,1.0,100.0,0,1,22.68,1.61,1,727.5
8456,8,0,0,10.0,0,0,3,5,1,1,0,10.0,0.0,3,1.0,62.0,0,0,26.31,3.22,0,813.18
8457,10,0,1,8.0,1,1,2,6,1,0,0,12.0,1.0,0,0.0,51.0,0,0,23.59,1.61,1,749.28
8458,4,2,0,13.0,2,3,3,8,1,1,0,13.0,2.0,1,2.0,65.0,0,0,19.5,3.22,1,649.57
8459,5,2,1,4.0,0,1,2,8,0,1,0,14.0,1.0,2,3.0,73.0,0,1,22.23,4.83,1,716.64
8460,11,2,1,1.0,2,0,2,1,0,1,0,11.0,1.0,0,3.0,67.0,0,0,18.14,1.61,1,615.28
8461,12,0,1,3.0,2,0,2,5,0,0,0,11.0,2.0,0,0.0,52.0,0,0,16.78,8.05,1,580.35
8462,8,0,0,12.0,2,1,2,4,0,1,0,11.0,1.0,3,3.0,70.0,0,0,18.6,3.22,1,626.95
8463,7,0,0,6.0,0,0,1,3,1,0,0,10.0,2.0,0,2.0,81.0,0,1,28.12,3.22,0,854.79
8464,9,0,1,8.0,2,1,2,2,0,0,0,10.0,1.0,0,2.0,67.0,0,1,22.68,4.83,1,727.5
8465,11,2,0,11.0,1,0,0,7,1,0,0,11.0,2.0,3,1.0,52.0,0,1,16.33,8.05,1,568.64
8466,5,2,1,1.0,1,0,3,4,1,0,0,11.0,2.0,0,2.0,77.0,0,1,38.1,4.83,0,1073.47
8467,4,2,1,9.0,2,3,3,3,0,0,0,14.0,0.0,1,2.0,56.0,0,1,14.97,3.22,1,532.74
8468,3,1,1,6.0,1,1,3,8,0,0,0,10.0,0.0,3,3.0,78.0,0,1,27.22,4.83,0,834.19
8469,2,1,0,3.0,0,1,3,2,0,0,0,10.0,1.0,0,0.0,,0,1,25.4,8.05,0,792.0
8470,1,2,0,10.0,2,0,2,6,0,1,0,10.0,1.0,3,3.0,52.0,0,0,25.85,6.44,0,802.5
8471,14,1,1,12.0,0,0,0,7,0,0,0,10.0,2.0,1,1.0,71.0,0,1,29.48,3.22,0,885.61
8472,5,2,1,6.0,2,1,2,6,1,1,0,10.0,1.0,3,0.0,59.0,0,0,37.19,8.05,0,1054.19
8473,7,0,0,3.0,0,1,0,7,1,0,0,10.0,3.0,3,2.0,67.0,0,1,24.04,1.61,1,759.97
8474,6,0,0,3.0,1,0,2,5,1,0,0,13.0,2.0,3,1.0,51.0,0,1,26.31,4.83,0,813.18
8475,1,2,1,13.0,1,0,0,7,0,1,1,10.0,1.0,1,1.0,42.0,0,0,26.76,4.83,0,823.59
8476,9,0,0,7.0,2,0,3,6,0,1,0,8.0,1.0,3,0.0,74.0,0,0,25.85,3.22,0,802.5
8477,14,1,0,4.0,2,0,2,7,1,0,0,10.0,2.0,0,1.0,47.0,0,1,19.96,4.83,1,661.03
8478,4,2,0,2.0,1,0,3,5,0,1,0,11.0,2.0,3,0.0,50.0,1,1,29.48,3.22,0,885.61
8479,5,2,0,2.0,2,3,2,2,0,1,0,11.0,2.0,0,0.0,74.0,0,0,19.05,6.44,1,638.29
8480,7,0,0,1.0,2,0,3,1,1,0,0,12.0,0.0,2,2.0,65.0,0,1,20.41,4.83,1,672.17
8481,15,2,0,8.0,1,0,0,7,1,1,0,11.0,2.0,0,3.0,63.0,0,1,15.42,3.22,1,544.7
8482,3,1,1,6.0,0,1,0,7,0,0,0,13.0,2.0,3,0.0,52.0,0,1,26.76,1.61,0,823.59
8483,3,1,1,3.0,2,1,3,6,1,0,0,9.0,2.0,2,4.0,63.0,0,1,18.6,4.83,1,626.95
8484,9,0,1,7.0,0,0,3,0,0,0,0,10.0,1.0,3,4.0,46.0,0,1,19.5,3.22,1,649.57
8485,12,0,0,12.0,2,2,0,7,0,1,0,10.0,1.0,1,2.0,53.0,0,0,33.57,6.44,0,976.25
8486,9,0,0,11.0,0,3,0,7,2,0,0,11.0,2.0,3,2.0,68.0,0,1,20.87,1.61,1,683.5
8487,5,2,1,12.0,1,3,0,7,1,0,0,11.0,2.0,0,3.0,83.0,0,1,26.76,3.22,0,823.59
8488,3,1,1,7.0,2,1,3,8,1,1,0,11.0,1.0,3,1.0,72.0,1,0,28.58,3.22,0,865.26
8489,1,2,0,6.0,2,2,0,7,1,0,0,12.0,3.0,0,2.0,68.0,0,1,16.78,1.61,1,580.35
8490,14,1,0,7.0,2,0,0,7,1,0,0,10.0,1.0,3,1.0,100.0,0,1,19.96,6.44,1,661.03
8491,10,0,0,2.0,0,2,3,8,1,0,0,11.0,2.0,3,1.0,,0,1,23.13,1.61,1,738.29
8492,7,0,0,2.0,1,0,1,4,1,1,0,10.0,2.0,3,1.0,42.0,0,1,21.32,6.44,1,694.53
8493,10,0,0,2.0,2,0,3,3,1,0,0,10.0,2.0,2,2.0,72.0,0,0,5.9,0.0,2,264.99
8494,9,0,1,4.0,2,0,1,0,0,1,0,12.0,2.0,1,1.0,54.0,0,1,32.66,1.61,0,956.34
8495,9,0,1,13.0,2,2,2,1,1,0,1,9.0,0.0,2,3.0,86.0,0,0,10.89,6.44,1,419.63
8496,6,0,0,8.0,2,0,3,6,0,1,0,10.0,0.0,0,1.0,56.0,0,1,22.68,3.22,1,727.5
8497,11,2,0,1.0,2,1,2,5,1,1,0,12.0,1.0,1,1.0,79.0,0,0,14.97,3.22,1,532.74
8498,11,2,1,9.0,0,0,0,7,0,1,0,13.0,3.0,1,1.0,66.0,0,1,25.85,1.61,0,802.5
8499,0,1,0,5.0,1,0,0,7,0,0,0,11.0,3.0,0,2.0,75.0,0,1,6.35,4.83,2,280.01
8500,5,2,1,7.0,1,1,0,7,0,1,1,11.0,2.0,0,1.0,80.0,0,0,25.4,3.22,0,792.0
8501,14,1,0,13.0,2,0,3,4,0,0,0,10.0,2.0,0,2.0,70.0,0,1,26.76,8.05,0,823.59
8502,7,0,1,9.0,2,3,3,1,0,1,0,13.0,1.0,0,0.0,62.0,0,0,10.89,0.0,1,419.63
8503,1,2,0,7.0,1,3,3,1,0,0,0,12.0,2.0,3,0.0,63.0,0,1,11.34,1.61,1,432.57
8504,15,2,1,8.0,0,3,3,3,1,0,0,10.0,3.0,1,0.0,62.0,0,1,14.51,3.22,1,520.41
8505,1,2,1,2.0,2,2,2,4,1,1,0,11.0,3.0,3,1.0,66.0,0,0,29.48,0.0,0,885.61
8506,4,2,1,1.0,1,3,2,4,0,1,0,9.0,0.0,0,1.0,75.0,0,1,14.51,3.22,1,520.41
8507,15,2,0,8.0,1,1,1,5,0,1,0,11.0,1.0,3,1.0,95.0,0,1,22.23,3.22,1,716.64
8508,3,1,1,13.0,1,1,0,7,0,1,0,11.0,2.0,2,3.0,57.0,0,1,23.13,4.83,1,738.29
8509,1,2,1,9.0,2,0,1,1,1,0,0,11.0,0.0,0,1.0,50.0,0,1,12.7,3.22,1,470.92
8510,8,0,0,13.0,1,1,3,6,0,0,0,9.0,2.0,3,1.0,46.0,0,1,22.23,4.83,1,716.64
8511,15,2,0,8.0,1,3,2,4,0,0,0,12.0,1.0,2,1.0,52.0,0,1,19.5,3.22,1,649.57
8512,1,2,0,12.0,2,1,1,3,0,1,0,10.0,1.0,3,0.0,65.0,0,0,22.68,3.22,1,727.5
8513,8,0,1,12.0,2,0,3,5,2,0,0,12.0,3.0,0,3.0,77.0,0,0,33.11,1.61,0,966.2
8514,5,2,1,4.0,2,3,1,0,0,0,0,10.0,0.0,1,0.0,84.0,0,1,22.68,1.61,1,727.5
8515,5,2,1,10.0,1,2,3,3,0,1,0,12.0,2.0,0,0.0,75.0,0,0,11.79,1.61,1,445.38
8516,6,3,1,5.0,0,0,1,2,0,1,0,12.0,3.0,2,0.0,41.0,0,1,12.7,4.83,1,470.92
8517,5,2,0,13.0,2,1,2,1,1,0,0,10.0,2.0,2,2.0,98.0,0,0,22.68,9.66,1,727.5
8518,5,2,1,1.0,1,0,1,2,1,1,0,10.0,2.0,1,2.0,65.0,0,1,16.78,4.83,1,580.35
8519,14,1,1,9.0,0,0,2,7,1,1,0,10.0,1.0,2,0.0,,1,0,24.04,4.83,1,759.97
8520,14,1,1,12.0,1,1,1,3,0,0,0,13.0,2.0,1,3.0,75.0,0,1,14.97,4.83,1,532.74
8521,11,2,0,13.0,1,3,1,4,0,0,0,14.0,1.0,3,2.0,67.0,0,1,19.96,6.44,1,661.03
8522,1,2,1,13.0,1,0,0,7,1,1,0,12.0,2.0,0,4.0,67.0,0,1,13.15,4.83,1,483.38
8523,14,1,1,5.0,1,0,1,4,0,1,0,13.0,3.0,2,1.0,53.0,0,1,15.42,6.44,1,544.7
8524,14,1,0,9.0,0,3,3,3,2,1,0,14.0,2.0,0,3.0,52.0,0,1,18.6,6.44,1,626.95
8525,9,0,1,13.0,0,0,3,5,1,1,0,10.0,3.0,3,2.0,46.0,0,1,25.85,0.0,0,802.5
8526,7,0,1,8.0,0,1,0,7,1,1,0,10.0,2.0,2,0.0,68.0,0,1,29.03,4.83,0,875.45
8527,1,2,1,1.0,0,1,0,7,0,1,0,8.0,2.0,1,2.0,79.0,0,1,16.78,4.83,1,580.35
8528,1,2,1,7.0,2,1,1,6,0,1,0,12.0,1.0,1,2.0,80.0,0,0,19.05,8.05,1,638.29
8529,3,1,1,11.0,2,1,0,7,0,0,0,10.0,1.0,0,1.0,65.0,0,1,24.04,8.05,1,759.97
8530,3,1,1,5.0,2,2,3,3,0,0,0,11.0,3.0,1,3.0,54.0,0,1,20.87,4.83,1,683.5
8531,8,0,1,9.0,0,0,1,1,1,1,0,10.0,2.0,1,3.0,44.0,1,1,13.15,3.22,1,483.38
8532,0,1,0,9.0,2,1,1,2,0,0,0,14.0,1.0,1,4.0,85.0,0,1,24.95,4.83,1,781.45
8533,12,0,0,9.0,0,0,3,7,0,0,0,10.0,1.0,2,2.0,37.0,0,1,26.31,3.22,0,813.18
8534,11,2,0,12.0,0,3,1,5,0,0,0,11.0,1.0,1,0.0,77.0,0,1,26.31,4.83,0,813.18
8535,12,0,1,9.0,1,1,3,5,1,1,0,11.0,0.0,3,4.0,48.0,0,0,21.77,3.22,1,705.49
8536,14,1,1,11.0,2,0,3,5,1,1,0,11.0,2.0,3,4.0,75.0,0,0,34.47,1.61,0,995.82
8537,6,0,1,8.0,0,0,3,2,0,1,1,12.0,2.0,3,2.0,64.0,0,0,16.33,6.44,1,568.64
8538,3,3,1,1.0,2,3,0,7,1,0,0,8.0,2.0,3,2.0,55.0,0,1,30.84,3.22,0,916.08
8539,5,2,0,3.0,0,2,1,8,1,1,0,11.0,1.0,2,1.0,65.0,0,1,23.13,4.83,1,738.29
8540,10,0,1,7.0,2,1,2,0,1,1,0,9.0,2.0,3,4.0,59.0,0,0,28.58,4.83,0,865.26
8541,8,0,0,5.0,2,2,1,0,0,0,0,11.0,2.0,1,1.0,62.0,0,1,22.23,3.22,1,716.64
8542,6,0,1,3.0,2,2,2,3,1,1,0,10.0,1.0,2,1.0,55.0,0,0,26.76,0.0,0,823.59
8543,12,0,1,10.0,2,2,1,4,0,1,0,12.0,1.0,1,1.0,78.0,0,0,23.13,4.83,1,738.29
8544,2,1,1,13.0,2,0,2,2,2,1,0,12.0,0.0,2,3.0,69.0,0,0,4.54,0.0,2,217.72
8545,1,2,0,12.0,0,1,1,5,1,0,0,13.0,2.0,2,3.0,87.0,0,1,18.14,3.22,1,615.28
8546,4,2,0,6.0,1,0,2,8,1,1,0,13.0,2.0,3,3.0,47.0,0,1,20.41,9.66,1,672.17
8547,15,2,1,1.0,1,3,0,7,0,1,0,9.0,1.0,3,2.0,90.0,0,1,27.67,4.83,0,844.51
8548,12,0,1,13.0,0,0,2,6,1,0,0,11.0,1.0,3,1.0,,1,1,22.23,3.22,1,716.64
8549,13,2,0,9.0,2,1,1,4,0,1,0,10.0,0.0,3,4.0,94.0,0,0,20.87,3.22,1,683.5
8550,1,2,1,10.0,2,3,2,8,0,1,0,8.0,1.0,0,0.0,33.0,0,0,19.05,1.61,1,638.29
8551,6,0,0,12.0,2,2,2,5,0,1,0,13.0,2.0,1,1.0,90.0,0,0,34.02,4.83,0,986.05
8552,5,2,1,8.0,1,0,3,8,0,1,0,11.0,3.0,3,1.0,64.0,0,1,14.97,3.22,1,532.74
8553,5,2,1,13.0,1,0,1,8,1,1,0,9.0,0.0,1,3.0,100.0,0,1,24.49,6.44,1,770.62
8554,6,0,1,3.0,0,0,2,5,0,0,0,12.0,1.0,2,1.0,63.0,0,1,8.62,6.44,2,352.15
8555,10,0,0,10.0,0,3,1,8,1,0,0,11.0,3.0,1,2.0,81.0,0,1,25.85,9.66,0,802.5
8556,14,1,0,9.0,0,2,2,1,0,0,0,10.0,0.0,3,4.0,74.0,0,1,27.22,6.44,0,834.19
8557,12,0,0,9.0,2,0,3,5,1,1,0,11.0,1.0,2,4.0,52.0,0,0,29.03,1.61,0,875.45
8558,5,2,0,2.0,0,0,1,0,0,0,0,12.0,1.0,0,1.0,45.0,0,1,20.87,8.05,1,683.5
8559,3,1,1,1.0,0,1,2,5,1,1,0,13.0,2.0,3,2.0,35.0,0,0,19.05,4.83,1,638.29
8560,13,0,0,1.0,2,2,1,3,1,0,0,9.0,2.0,2,2.0,53.0,0,0,10.43,4.83,1,406.27
8561,2,1,1,2.0,1,1,0,7,2,1,0,11.0,0.0,3,3.0,70.0,0,1,28.12,1.61,0,854.79
8562,2,1,1,5.0,2,0,1,3,1,0,0,10.0,2.0,0,2.0,60.0,0,1,15.88,1.61,1,556.85
8563,7,0,0,7.0,0,0,3,5,1,1,0,14.0,2.0,0,1.0,55.0,0,0,38.1,9.66,0,1073.47
8564,6,0,1,11.0,2,0,1,0,0,1,0,9.0,1.0,3,2.0,97.0,0,0,24.49,3.22,1,770.62
8565,1,2,1,1.0,0,0,1,1,1,1,0,13.0,1.0,3,0.0,45.0,0,1,13.61,6.44,1,496.01
8566,12,0,0,5.0,0,0,0,7,0,0,0,11.0,1.0,2,1.0,88.0,0,1,20.87,1.61,1,683.5
8567,11,2,0,2.0,2,3,0,7,1,1,0,13.0,2.0,0,1.0,78.0,0,1,17.24,4.83,1,592.24
8568,7,0,0,7.0,0,0,2,3,0,1,0,8.0,0.0,0,2.0,61.0,0,1,23.59,3.22,1,749.28
8569,12,0,1,9.0,0,0,2,2,0,1,0,13.0,2.0,0,2.0,48.0,0,0,12.25,1.61,1,458.35
8570,3,1,1,4.0,0,3,0,7,0,0,0,12.0,2.0,2,2.0,67.0,0,1,19.96,4.83,1,661.03
8571,10,0,1,8.0,1,0,0,7,1,0,0,14.0,2.0,1,2.0,100.0,0,1,9.07,4.83,2,365.85
8572,0,1,1,5.0,2,0,1,5,1,1,0,12.0,3.0,1,2.0,72.0,0,1,30.39,1.61,0,906.04
8573,3,3,1,5.0,0,0,3,8,0,0,0,14.0,2.0,2,2.0,56.0,0,1,28.58,1.61,0,865.26
8574,0,1,0,11.0,1,2,1,6,0,0,0,11.0,2.0,1,2.0,49.0,0,1,18.14,4.83,1,615.28
8575,11,2,1,2.0,2,1,1,5,0,0,0,12.0,1.0,2,3.0,52.0,0,1,30.84,3.22,0,916.08
8576,4,2,0,3.0,2,2,2,5,1,0,1,11.0,2.0,2,2.0,80.0,0,0,27.22,0.0,0,834.19
8577,8,0,1,3.0,1,3,3,0,0,0,0,12.0,2.0,2,1.0,58.0,0,1,27.67,3.22,0,844.51
8578,15,3,0,2.0,1,3,0,7,0,1,0,12.0,2.0,3,2.0,32.0,0,1,24.49,3.22,1,770.62
8579,7,0,0,4.0,2,1,2,2,1,1,0,12.0,1.0,3,1.0,70.0,0,0,11.34,4.83,1,432.57
8580,4,2,1,7.0,2,3,1,6,1,0,0,14.0,1.0,3,1.0,61.0,0,1,29.03,6.44,0,875.45
8581,14,1,1,9.0,0,0,3,0,0,1,0,12.0,2.0,2,1.0,56.0,0,1,29.48,3.22,0,885.61
8582,12,0,1,12.0,0,2,0,7,0,0,0,13.0,0.0,1,1.0,54.0,0,1,13.15,3.22,1,483.38
8583,3,1,1,11.0,2,3,1,4,0,1,0,11.0,3.0,3,0.0,64.0,0,0,22.68,4.83,1,727.5
8584,8,3,0,9.0,2,2,3,3,1,0,0,13.0,1.0,3,2.0,50.0,0,0,16.78,3.22,1,580.35
8585,11,2,1,7.0,2,3,0,7,0,1,0,11.0,2.0,3,3.0,59.0,0,1,28.58,3.22,0,865.26
8586,1,2,1,5.0,0,1,2,4,0,0,0,13.0,0.0,3,3.0,55.0,0,1,37.65,3.22,0,1063.95
8587,8,0,0,7.0,0,2,3,5,1,0,0,11.0,1.0,0,2.0,59.0,0,1,29.94,3.22,0,895.96
8588,0,1,0,4.0,1,2,3,5,1,1,0,14.0,1.0,3,1.0,38.0,0,1,24.95,3.22,1,781.45
8589,10,0,0,11.0,1,0,1,5,0,0,0,13.0,2.0,0,2.0,67.0,0,1,22.68,3.22,1,727.5
8590,14,1,0,4.0,0,0,0,7,1,0,0,8.0,1.0,2,3.0,75.0,0,1,14.97,1.61,1,532.74
8591,0,1,0,13.0,1,2,0,7,1,0,0,10.0,3.0,1,0.0,83.0,0,1,25.85,3.22,0,802.5
8592,2,1,1,10.0,0,0,1,3,0,1,0,12.0,1.0,2,1.0,59.0,0,1,31.3,4.83,0,926.31
8593,14,1,1,7.0,2,2,1,6,0,1,0,14.0,0.0,2,1.0,75.0,0,1,30.39,3.22,0,906.04
8594,2,1,0,13.0,1,0,1,5,1,0,0,9.0,1.0,0,1.0,69.0,0,1,26.76,6.44,0,823.59
8595,11,2,0,8.0,0,0,2,6,1,0,0,13.0,2.0,0,2.0,75.0,0,1,19.96,6.44,1,661.03
8596,12,0,1,6.0,2,0,1,0,0,0,0,12.0,1.0,3,0.0,,0,1,28.12,1.61,0,854.79
8597,11,2,1,2.0,1,0,2,0,1,0,0,9.0,0.0,3,4.0,34.0,0,1,12.25,8.05,1,458.35
8598,1,2,1,12.0,1,0,0,7,1,0,0,11.0,2.0,2,3.0,60.0,0,1,37.19,4.83,0,1054.19
8599,8,0,0,8.0,2,1,1,2,0,0,0,12.0,0.0,3,2.0,59.0,0,1,29.94,3.22,0,895.96
8600,9,0,0,4.0,2,0,3,2,1,0,0,11.0,1.0,0,1.0,71.0,0,1,31.75,6.44,0,936.28
8601,6,0,0,4.0,1,0,3,1,1,1,0,12.0,1.0,3,0.0,66.0,0,0,23.59,0.0,1,749.28
8602,5,2,1,1.0,1,0,2,2,1,0,0,11.0,2.0,3,2.0,65.0,0,1,29.48,6.44,0,885.61
8603,11,2,0,6.0,2,0,2,3,0,0,0,12.0,1.0,1,3.0,67.0,0,1,19.96,6.44,1,661.03
8604,11,2,1,9.0,1,0,2,6,0,0,0,10.0,1.0,3,3.0,87.0,0,1,26.31,1.61,0,813.18
8605,15,2,1,9.0,0,0,2,4,0,0,0,11.0,2.0,1,1.0,75.0,0,1,21.77,6.44,1,705.49
8606,0,1,1,12.0,1,0,3,8,0,0,0,12.0,2.0,3,1.0,61.0,1,1,24.95,3.22,1,781.45
8607,12,0,0,7.0,2,3,0,7,1,1,0,13.0,3.0,0,2.0,52.0,0,1,19.5,1.61,1,649.57
8608,13,0,0,10.0,2,1,3,7,1,1,0,12.0,1.0,3,2.0,61.0,0,0,9.53,4.83,2,379.68
8609,4,2,1,10.0,0,0,2,1,0,0,0,10.0,2.0,1,0.0,89.0,0,1,29.48,3.22,0,885.61
8610,14,1,1,6.0,1,3,0,7,0,1,0,11.0,3.0,3,0.0,31.0,0,1,28.12,4.83,0,854.79
8611,10,3,0,13.0,2,0,3,4,0,0,0,8.0,2.0,3,3.0,79.0,0,1,13.61,0.0,1,496.01
8612,8,0,0,2.0,0,0,1,5,1,1,0,12.0,0.0,3,3.0,57.0,0,1,38.56,1.61,0,1083.18
8613,8,0,0,8.0,0,3,0,7,0,0,0,12.0,1.0,1,0.0,32.0,0,1,18.6,1.61,1,626.95
8614,8,0,0,10.0,1,0,1,0,1,1,0,10.0,3.0,1,1.0,64.0,0,1,27.22,6.44,0,834.19
8615,5,2,1,10.0,0,0,3,8,0,1,0,12.0,2.0,2,1.0,62.0,0,1,31.3,4.83,0,926.31
8616,12,0,1,10.0,1,2,3,5,0,0,0,10.0,4.0,1,2.0,68.0,0,1,15.88,8.05,1,556.85
8617,7,0,1,10.0,1,0,0,7,0,0,0,10.0,1.0,1,1.0,90.0,0,1,15.88,0.0,1,556.85
8618,9,0,0,5.0,2,3,3,1,1,1,0,12.0,1.0,3,3.0,33.0,0,1,27.22,3.22,0,834.19
8619,0,1,1,10.0,2,3,2,6,0,0,0,10.0,3.0,2,1.0,58.0,0,1,23.13,4.83,1,738.29
8620,8,0,0,2.0,1,1,2,2,1,0,0,12.0,0.0,1,3.0,74.0,0,1,22.23,4.83,1,716.64
8621,12,0,0,3.0,1,1,0,7,0,1,0,10.0,0.0,1,1.0,76.0,0,1,18.14,4.83,1,615.28
8622,4,2,0,9.0,2,0,2,8,0,0,0,12.0,1.0,0,4.0,63.0,0,1,34.47,3.22,0,995.82
8623,15,2,0,9.0,1,0,3,0,0,1,0,10.0,2.0,3,2.0,63.0,0,0,29.48,6.44,0,885.61
8624,15,2,1,2.0,1,1,3,8,0,1,0,10.0,0.0,3,1.0,63.0,0,1,24.95,3.22,1,781.45
8625,8,0,1,9.0,1,0,0,7,1,1,0,12.0,3.0,0,2.0,67.0,0,1,29.94,4.83,0,895.96
8626,13,1,1,6.0,2,1,0,7,0,1,0,11.0,2.0,1,3.0,49.0,0,1,21.77,6.44,1,705.49
8627,4,2,1,9.0,2,0,0,7,0,0,0,13.0,1.0,3,1.0,67.0,0,1,34.93,3.22,0,1005.77
8628,11,2,1,3.0,2,0,1,5,1,1,0,14.0,0.0,3,1.0,63.0,0,1,15.88,4.83,1,556.85
8629,1,2,1,2.0,0,2,3,5,1,0,0,11.0,1.0,3,0.0,77.0,0,1,20.41,6.44,1,672.17
8630,5,2,1,10.0,0,3,0,7,0,1,0,11.0,2.0,3,0.0,77.0,0,1,27.22,6.44,0,834.19
8631,9,0,1,11.0,2,0,2,0,0,0,0,13.0,2.0,2,1.0,77.0,0,1,17.69,4.83,1,603.8
8632,8,0,0,10.0,0,0,3,2,1,0,0,11.0,2.0,3,4.0,65.0,0,1,18.6,3.22,1,626.95
8633,1,2,1,2.0,0,0,2,8,1,1,0,11.0,1.0,3,1.0,78.0,0,1,4.54,1.61,2,217.72
8634,5,2,0,10.0,1,0,0,7,0,1,0,12.0,2.0,2,4.0,75.0,0,1,30.39,3.22,0,906.04
8635,8,0,1,11.0,0,0,0,7,0,0,0,11.0,2.0,1,0.0,73.0,0,1,21.32,1.61,1,694.53
8636,8,0,0,6.0,2,3,0,7,0,0,0,11.0,0.0,2,1.0,100.0,1,1,19.5,6.44,1,649.57
8637,3,1,0,11.0,0,0,1,8,1,1,0,10.0,2.0,0,0.0,46.0,0,1,25.85,3.22,0,802.5
8638,15,2,1,2.0,1,0,3,1,1,1,0,12.0,3.0,0,2.0,78.0,0,1,24.95,1.61,1,781.45
8639,14,1,0,9.0,2,0,1,6,0,1,0,12.0,2.0,3,1.0,49.0,0,1,19.5,1.61,1,649.57
8640,13,0,0,4.0,1,1,2,6,1,0,0,13.0,2.0,3,3.0,83.0,0,1,17.24,4.83,1,592.24
8641,0,1,0,13.0,2,0,2,8,0,0,0,10.0,1.0,1,1.0,57.0,0,1,11.34,3.22,1,432.57
8642,6,0,1,8.0,1,3,2,5,0,1,0,12.0,2.0,0,3.0,89.0,0,1,18.14,3.22,1,615.28
8643,0,1,0,12.0,2,0,3,0,0,1,0,11.0,3.0,0,1.0,73.0,0,0,9.98,4.83,2,393.05
8644,8,0,0,9.0,1,1,1,1,1,1,0,11.0,2.0,0,2.0,75.0,0,1,21.32,3.22,1,694.53
8645,10,0,1,13.0,0,0,2,4,1,0,0,13.0,4.0,1,3.0,51.0,0,1,34.47,4.83,0,995.82
8646,15,2,1,3.0,0,2,3,3,1,0,0,14.0,1.0,3,1.0,91.0,0,1,26.76,9.66,0,823.59
8647,15,2,0,7.0,0,2,2,3,0,1,0,11.0,2.0,1,2.0,62.0,0,1,35.83,3.22,0,1025.14
8648,2,1,0,6.0,0,0,2,0,1,1,0,9.0,0.0,2,1.0,,0,1,29.94,8.05,0,895.96
8649,3,1,0,13.0,2,2,2,2,1,1,0,12.0,2.0,3,1.0,61.0,0,0,38.1,1.61,0,1073.47
8650,4,2,0,3.0,1,0,1,3,0,1,0,11.0,2.0,3,2.0,65.0,0,1,23.59,1.61,1,749.28
8651,15,2,0,1.0,0,1,3,6,1,1,0,12.0,0.0,0,0.0,81.0,0,0,20.41,3.22,1,672.17
8652,9,0,1,5.0,2,0,0,7,1,1,1,11.0,0.0,3,0.0,,1,0,26.76,4.83,0,823.59
8653,6,0,0,9.0,1,0,2,2,0,1,0,12.0,1.0,0,1.0,53.0,0,1,28.12,8.05,0,854.79
8654,4,2,1,6.0,2,0,0,7,1,1,1,12.0,1.0,0,1.0,30.0,0,0,23.13,1.61,1,738.29
8655,6,0,1,13.0,1,1,3,2,2,1,0,12.0,1.0,3,1.0,61.0,0,0,24.49,0.0,1,770.62
8656,6,0,1,13.0,2,3,0,7,1,1,0,12.0,3.0,1,2.0,52.0,0,1,22.23,6.44,1,716.64
8657,0,1,1,2.0,0,2,3,6,0,0,0,12.0,3.0,2,1.0,55.0,0,1,23.13,1.61,1,738.29
8658,7,0,1,1.0,2,0,2,1,0,0,0,10.0,2.0,3,1.0,,0,1,21.32,6.44,1,694.53
8659,0,1,1,10.0,2,0,2,8,0,0,0,12.0,0.0,3,1.0,70.0,0,0,25.4,4.83,0,792.0
8660,15,2,1,4.0,2,0,2,2,1,1,0,11.0,1.0,0,1.0,81.0,0,1,21.32,3.22,1,694.53
8661,4,2,0,3.0,0,1,3,5,0,0,0,12.0,0.0,1,1.0,64.0,1,1,18.6,3.22,1,626.95
8662,2,1,1,12.0,2,0,2,6,1,1,0,9.0,2.0,3,2.0,36.0,0,0,15.42,8.05,1,544.7
8663,1,2,1,3.0,1,1,3,5,1,0,0,12.0,1.0,3,1.0,73.0,0,1,25.85,3.22,0,802.5
8664,9,0,0,9.0,0,0,0,7,0,1,0,11.0,1.0,3,0.0,,0,1,16.33,1.61,1,568.64
8665,2,1,1,12.0,0,1,3,8,1,0,1,8.0,0.0,2,2.0,76.0,1,0,23.13,4.83,1,738.29
8666,14,1,0,3.0,0,0,1,2,0,0,0,10.0,1.0,3,1.0,74.0,0,1,23.13,8.05,1,738.29
